address_id;pesel;moved_date
922;5703222274228;1979-07-15
923;4810214527204;1978-04-12
923;5003121318142;1978-04-12
924;4506267363236;1968-07-31
924;4902084068279;1968-07-31
925;3911250717212;1972-10-28
925;4306198772243;1972-10-28
926;3601053009177;1960-04-12
926;3810176584267;1960-04-12
927;4712290033219;1971-05-10
927;4903131412162;1971-05-10
928;4304043079224;1972-03-06
928;4509278618242;1972-03-06
929;4506113189238;1973-10-21
929;4805026864219;1973-10-21
930;5804245587292;1982-06-22
930;6110077184235;1982-06-22
931;4809248585283;1977-06-10
931;5003105542127;1977-06-10
932;7401124377242;1999-04-16
932;7703012612157;1999-04-16
933;6802220053210;1995-05-09
933;7102261450184;1995-05-09
934;6803068177292;1993-11-20
934;7106148586256;1993-11-20
935;7201147837220;1995-10-10
935;7607232650208;1995-10-10
936;6711148275268;1996-04-11
936;7109194430194;1996-04-11
937;5903313451210;1988-01-29
937;6303277844238;1988-01-29
938;5810087353250;1980-03-31
938;6005231560160;1980-03-31
939;6311184075254;1996-03-17
939;6703318822204;1996-03-17
940;7507235247246;2005-04-10
940;7710233816222;2005-04-10
941;7901195571289;2007-03-19
941;8110203834172;2007-03-19
942;7310166077268;2006-04-14
942;7706181578310;2006-04-14
943;7103248417205;1997-10-28
943;7412104322152;1997-10-28
