pesel;name;surname;second_surname;city;gender;birthday
6110091036199;KATARZYNA;MAJKA;WOJCIECHOWSKI;Łódź;K;1961-10-09
5810317583257;KAMIL;MAJKA;MAJKA;Łódź;M;1958-10-31
8009014216153;ŁUCJA;ZIĘBA;OWCZAREK;Skarżysko-Kamienna;K;1980-09-01
7710230541202;ROBERT;ZIĘBA;ZIĘBA;Skarżysko-Kamienna;M;1977-10-23
7410156704191;CLAUDIA;SIKORA;KRÓL;Skarżysko-Kamienna;K;1974-10-15
7208291201178;MIKOŁAJ;SIKORA;SIKORA;Skarżysko-Kamienna;M;1972-08-29
6912064508237;JULIA;JASIŃSKI;PILARSKI;Kłobuck;K;1969-12-06
6503271629249;ALFRED;JASIŃSKI;JASIŃSKI;Kłobuck;M;1965-03-27
6204232448213;BOGUMIŁA;JASIŃSKI;NOWAK;Kłobuck;K;1962-04-23
6011221443154;WŁODZIMIERZ;JASIŃSKI;JASIŃSKI;Kłobuck;M;1960-11-22
6210247360195;MARIANNA;PŁONKA;SIKORA;Łomża;K;1962-10-24
5801020537197;WOJCIECH;PŁONKA;PŁONKA;Łomża;M;1958-01-02
5406261588275;NICOLE;RÓŻYCKI;STACHURA;Chrzanów;K;1954-06-26
5201225153174;MICHAŁ;RÓŻYCKI;RÓŻYCKI;Łomża;M;1952-01-22
7912241514222;KATARZYNA;MALINOWSKI;ORŁOWSKI;Pruszcz Gdański;K;1979-12-24
7712220861218;LEON;MALINOWSKI;MALINOWSKI;Pruszcz Gdański;M;1977-12-22
6611275304213;MAGDALENA;MUSIAŁ;WIŚNIEWSKI;Pruszcz Gdański;K;1966-11-27
6303234167233;MICHAŁ;MUSIAŁ;MUSIAŁ;Pruszcz Gdański;M;1963-03-23
7503245654241;KATARZYNA;KACZYŃSKI;KOSTRZEWA;Gorzów Wielkopolski;K;1975-03-24
7203191011171;ROMAN;KACZYŃSKI;KACZYŃSKI;Gorzów Wielkopolski;M;1972-03-19
5911302544214;MAGDALENA;JÓŹWIAK;WIŚNIEWSKI;Jastrzębie-Zdrój;K;1959-11-30
5708086049275;MATEUSZ;JÓŹWIAK;JÓŹWIAK;Jastrzębie-Zdrój;M;1957-08-08
6608273008236;TERESA;WIECZOREK;MARKIEWICZ;Piła;K;1966-08-27
6202020775189;GRZEGORZ;WIECZOREK;WIECZOREK;Piła;M;1962-02-02
5803266786303;EWA;MAZURKIEWICZ;MAZUR;Piła;K;1958-03-26
5410026679240;JAKUB;MAZURKIEWICZ;MAZURKIEWICZ;Piła;M;1954-10-02
6507081510169;ZUZANNA;KUCZYŃSKI;URBANIAK;Gdańsk;K;1965-07-08
6210130011117;IGOR;KUCZYŃSKI;KUCZYŃSKI;Gdańsk;M;1962-10-13
6301186802181;MAŁGORZATA;SZYMCZYK;ZALEWSKI;Bielsko-Biała;K;1963-01-18
5907287875316;PAWEŁ;SZYMCZYK;SZYMCZYK;Gdańsk;M;1959-07-28
7002218874213;KINGA;SZEWCZYK;MARKOWSKI;Zamość;K;1970-02-21
6702114729221;MAREK;SZEWCZYK;SZEWCZYK;Zamość;M;1967-02-11
6812285042254;LIDIA;NOWAK;SIKORA;Zamość;K;1968-12-28
6503280835236;JANUSZ;NOWAK;NOWAK;Zamość;M;1965-03-28
6110082136196;SANDRA;ADAMCZYK;ZAKRZEWSKI;Białystok;K;1961-10-08
5912130349245;DARIUSZ;ADAMCZYK;ADAMCZYK;Białystok;M;1959-12-13
6704113684238;JOANNA;GAWRON;RACZYŃSKI;Sulęcin;K;1967-04-11
6404153645216;BARTOSZ;GAWRON;GAWRON;Białystok;M;1964-04-15
7002012424128;JUSTYNA;SMOLIŃSKI;SADOWSKI;Swarzędz;K;1970-02-01
6812147121199;JAN;SMOLIŃSKI;SMOLIŃSKI;Swarzędz;M;1968-12-14
6209120754180;EWELINA;SZCZERBA;KUROWSKI;Skawina;K;1962-09-12
5905195733255;WOJCIECH;SZCZERBA;SZCZERBA;Skawina;M;1959-05-19
6301046776234;JOLANTA;MICHAŁOWSKI;PAKUŁA;Płock;K;1963-01-04
6009237247210;ZBIGNIEW;MICHAŁOWSKI;MICHAŁOWSKI;Płock;M;1960-09-23
6102091352191;JOANNA;KUC;GRABOWSKI;Płock;K;1961-02-09
5803296263280;ANTONI;KUC;KUC;Płock;M;1958-03-29
7306050138209;WIESŁAWA;KARWOWSKI;KOWALSKI;Mysłowice;K;1973-06-05
7106301055186;MIECZYSŁAW;KARWOWSKI;KARWOWSKI;Mysłowice;M;1971-06-30
6708161858274;MAŁGORZATA;NOWAK;WRONA;Mysłowice;K;1967-08-16
6405296807243;MIECZYSŁAW;NOWAK;NOWAK;Mysłowice;M;1964-05-29
6711178258292;ANGELIKA;STASIAK;MROCZEK;Tarnowskie Góry;K;1967-11-17
6509290475281;WOJCIECH;STASIAK;STASIAK;Tarnowskie Góry;M;1965-09-29
5605018126184;KAZIMIERA;JANKOWSKI;SOBOLEWSKI;Tarnowskie Góry;K;1956-05-01
5412242757231;SŁAWOMIR;JANKOWSKI;JANKOWSKI;Tarnowskie Góry;M;1954-12-24
7004231820135;AGNIESZKA;SZCZEPAŃSKI;NOWICKI;Dąbrowa Górnicza;K;1970-04-23
6709217303182;PATRYK;SZCZEPAŃSKI;SZCZEPAŃSKI;Dąbrowa Górnicza;M;1967-09-21
7009285764250;AGNIESZKA;STACHOWIAK;OLEJNIK;Dąbrowa Górnicza;K;1970-09-28
6712035355227;KRZYSZTOF;STACHOWIAK;STACHOWIAK;Dąbrowa Górnicza;M;1967-12-03
5505212234173;BOGUSŁAWA;MIKOŁAJCZYK;PIETRAS;Biskupiec;K;1955-05-21
5208022279215;PAWEŁ;MIKOŁAJCZYK;MIKOŁAJCZYK;Biskupiec;M;1952-08-02
6701215566245;JOANNA;STAŃCZYK;WRÓBLEWSKI;Biskupiec;K;1967-01-21
6404012003120;MATEUSZ;STAŃCZYK;STAŃCZYK;Biskupiec;M;1964-04-01
6803014858241;LENA;PAWLAK;SKRZYPCZAK;Białystok;K;1968-03-01
6607264163251;TOMASZ;PAWLAK;PAWLAK;Białystok;M;1966-07-26
5506273288292;WIESŁAWA;BEDNARCZYK;BEDNAREK;Białystok;K;1955-06-27
5203031375187;JACEK;BEDNARCZYK;BEDNARCZYK;Białystok;M;1952-03-03
5808270780255;MARCELINA;BOCHENEK;KACZMAREK;Olsztyn;K;1958-08-27
5405127545198;CEZARY;BOCHENEK;BOCHENEK;Olsztyn;M;1954-05-12
6503141464218;MAŁGORZATA;MAKOWSKI;WALCZAK;Wrocław;K;1965-03-14
6312314829215;ZBIGNIEW;MAKOWSKI;MAKOWSKI;Olsztyn;M;1963-12-31
7410302568242;MARCELINA;ŁUCZAK;KŁOS;Kraków;K;1974-10-30
7204188047255;MARCIN;ŁUCZAK;ŁUCZAK;Kraków;M;1972-04-18
6804205010156;NICOLA;KUBIK;ŻURAWSKI;Kraków;K;1968-04-20
6411044783226;JAKUB;KUBIK;KUBIK;Kraków;M;1964-11-04
5805316706207;AGATA;PRZYBYLSKI;BANAŚ;Dąbrowa Górnicza;K;1958-05-31
5607228559263;HUBERT;PRZYBYLSKI;PRZYBYLSKI;Dąbrowa Górnicza;M;1956-07-22
5512231580204;MONIKA;WILK;MARKOWSKI;Dąbrowa Górnicza;K;1955-12-23
5105136075203;KAMIL;WILK;WILK;Dąbrowa Górnicza;M;1951-05-13
7206024682201;BOŻENA;TRZCIŃSKI;JURKOWSKI;Wołomin;K;1972-06-02
6906142657266;DARIUSZ;TRZCIŃSKI;TRZCIŃSKI;Wołomin;M;1969-06-14
5507060158231;BOŻENNA;SZCZEPAŃSKI;SZYMCZYK;Wołomin;K;1955-07-06
5205145815168;SEBASTIAN;SZCZEPAŃSKI;SZCZEPAŃSKI;Wołomin;M;1952-05-14
7204118612150;MAGDALENA;BORKOWSKI;GROCHOWSKI;Brzeziny;K;1972-04-11
6912293463291;SŁAWOMIR;BORKOWSKI;BORKOWSKI;Brzeziny;M;1969-12-29
6604208238227;EDYTA;KWIATKOWSKI;PAWŁOWSKI;Brzeziny;K;1966-04-20
6406280055242;MARIUSZ;KWIATKOWSKI;KWIATKOWSKI;Brzeziny;M;1964-06-28
6707250036232;DANUTA;SZYMAŃSKI;KOSTRZEWA;Wrocław;K;1967-07-25
6510236087270;TOMASZ;SZYMAŃSKI;SZYMAŃSKI;Wrocław;M;1965-10-23
5201025156177;ALICJA;LEWICKI;JAKUBOWSKI;Wrocław;K;1952-01-02
5005141775195;DAWID;LEWICKI;LEWICKI;Wrocław;M;1950-05-14
6702055220175;WERONIKA;MICHALAK;KLIMEK;Toruń;K;1967-02-05
6312033357207;ROBERT;MICHALAK;MICHALAK;Toruń;M;1963-12-03
5005083658222;ANIELA;MALICKI;LESZCZYŃSKI;Jastrzębie-Zdrój;K;1950-05-08
4605137225189;KRZYSZTOF;MALICKI;MALICKI;Toruń;M;1946-05-13
6307300802131;ANNA;BIELAK;GRUSZKA;Rzeszów;K;1963-07-30
6102106667199;PIOTR;BIELAK;BIELAK;Rzeszów;M;1961-02-10
6412168814207;JUSTYNA;MORAWSKI;CIEŚLIK;Mińsk Mazowiecki;K;1964-12-16
6102084119204;ZBIGNIEW;MORAWSKI;MORAWSKI;Mińsk Mazowiecki;M;1961-02-08
6308240302146;ADRIANNA;SOSNOWSKI;ŚWIERCZYŃSKI;Hajnówka;K;1963-08-24
6007263087251;SEBASTIAN;SOSNOWSKI;SOSNOWSKI;Kamienna Góra;M;1960-07-26
6404036358229;SYLWIA;BUKOWSKI;GAJEWSKI;Kamienna Góra;K;1964-04-03
6204213001113;DOMINIK;BUKOWSKI;BUKOWSKI;Kamienna Góra;M;1962-04-21
6403152840179;EWA;STACHURA;KUREK;Gdynia;K;1964-03-15
6004115843154;ARTUR;STACHURA;STACHURA;Gdynia;M;1960-04-11
5302058080199;LIDIA;STĘPIEŃ;BIAŁEK;Złotoryja;K;1953-02-05
4912148647256;ALEX;STĘPIEŃ;STĘPIEŃ;Złotoryja;M;1949-12-14
7311152758246;POLA;SZYMCZYK;WESOŁOWSKI;Krosno;K;1973-11-15
7104281317212;BENEDYKT;SZYMCZYK;SZYMCZYK;Krosno;M;1971-04-28
6307247054222;PAULINA;LEWANDOWSKI;KĘDZIORA;Katowice;K;1963-07-24
6010222063170;SEBASTIAN;LEWANDOWSKI;LEWANDOWSKI;Krosno;M;1960-10-22
6907282876317;AGNIESZKA;JANIK;DZIUBA;Aleksandrów Kujawski;K;1969-07-28
6708054457256;ADAM;JANIK;JANIK;Aleksandrów Kujawski;M;1967-08-05
6304207486236;MAŁGORZATA;WIĘCEK;SZYMCZAK;Ciechanów;K;1963-04-20
6004036479227;MATEUSZ;WIĘCEK;WIĘCEK;Ciechanów;M;1960-04-03
6206220064188;LARYSA;ADAMCZYK;WIERZBICKI;Bełchatów;K;1962-06-22
5902244101176;HENRYK;ADAMCZYK;ADAMCZYK;Bełchatów;M;1959-02-24
5810018442189;WERONIKA;JANISZEWSKI;KRYSIAK;Rzeszów;K;1958-10-01
5407262743210;KAROL;JANISZEWSKI;JANISZEWSKI;Rzeszów;M;1954-07-26
5903057740210;KAMILA;PAWELEC;POPŁAWSKI;Białystok;K;1959-03-05
5610012359214;ŁUKASZ;PAWELEC;PAWELEC;Białystok;M;1956-10-01
7212130656205;ZUZANNA;LEWANDOWSKI;WILK;Białystok;K;1972-12-13
6802278041246;ARKADIUSZ;LEWANDOWSKI;LEWANDOWSKI;Białystok;M;1968-02-27
7511095630213;JOANNA;BEDNARZ;MADEJ;Żary;K;1975-11-09
7102185631192;PIOTR;BEDNARZ;BEDNARZ;Opole;M;1971-02-18
7003260410139;ZOFIA;WIŚNIEWSKI;MALISZEWSKI;Opole;K;1970-03-26
6710303875248;OLIWIER;WIŚNIEWSKI;WIŚNIEWSKI;Opole;M;1967-10-30
5303167564228;MARZENA;JÓŹWIAK;RATAJCZAK;Białystok;K;1953-03-16
4904306463227;MARCIN;JÓŹWIAK;JÓŹWIAK;Białystok;M;1949-04-30
6407212502139;CLAUDIA;MALINOWSKI;KOWALSKI;Kraków;K;1964-07-21
6012102829163;RAJMUND;MALINOWSKI;MALINOWSKI;Białystok;M;1960-12-10
6708281180261;MONIKA;KAMIŃSKI;ZIELIŃSKI;Gliwice;K;1967-08-28
6305051447207;ŁUKASZ;KAMIŃSKI;KAMIŃSKI;Gliwice;M;1963-05-05
6808132524205;BEATA;DROZD;JAWORSKI;Gliwice;K;1968-08-13
6603234475252;ANDRZEJ;DROZD;DROZD;Gliwice;M;1966-03-23
7806064412206;MIROSŁAWA;KUBIAK;GAWEŁ;Szczecin;K;1978-06-06
7410308731186;WACŁAW;KUBIAK;KUBIAK;Szczecin;M;1974-10-30
7904293186335;MAŁGORZATA;DĘBSKI;POPŁAWSKI;Szczecin;K;1979-04-29
7511083649272;FILIP;DĘBSKI;DĘBSKI;Szczecin;M;1975-11-08
6211243066223;KRYSTYNA;ZAGÓRSKI;GAJEWSKI;Działdowo;K;1962-11-24
5805098749299;NIKODEM;ZAGÓRSKI;ZAGÓRSKI;Działdowo;M;1958-05-09
5103057528190;JULIA;SIENKIEWICZ;KAŹMIERCZAK;Cieszyn;K;1951-03-05
4806080205191;MICHAŁ;SIENKIEWICZ;SIENKIEWICZ;Cieszyn;M;1948-06-08
6901281410208;KATARZYNA;SKOWROŃSKI;PAWŁOWSKI;Wrocław;K;1969-01-28
6612131877254;BOLESŁAW;SKOWROŃSKI;SKOWROŃSKI;Wrocław;M;1966-12-13
5510098222204;BARBARA;WÓJCIK;GÓRNIAK;Rawa Mazowiecka;K;1955-10-09
5308294267272;BARTOSZ;WÓJCIK;WÓJCIK;Wrocław;M;1953-08-29
6311017008163;MAGDALENA;MIKOŁAJCZAK;ZAJĄC;Leszno;K;1963-11-01
5905094441235;BŁAŻEJ;MIKOŁAJCZAK;MIKOŁAJCZAK;Leszno;M;1959-05-09
6810241110172;BARBARA;FLOREK;KOWALCZYK;Radom;K;1968-10-24
6603226435215;MIKOŁAJ;FLOREK;FLOREK;Radom;M;1966-03-22
6810157244244;LENA;LEWANDOWSKI;RYBICKI;Piaseczno;K;1968-10-15
6404040509182;FILIP;LEWANDOWSKI;LEWANDOWSKI;Zamość;M;1964-04-04
7101195708221;AGNIESZKA;ZIELIŃSKI;NOWICKI;Jelcz-Laskowice;K;1971-01-19
6803031751196;PIOTR;ZIELIŃSKI;ZIELIŃSKI;Zamość;M;1968-03-03
5110280372209;ELŻBIETA;ŁUCZAK;BARAŃSKI;Chorzów;K;1951-10-28
4901248437250;KAMIL;ŁUCZAK;ŁUCZAK;Chorzów;M;1949-01-24
5111285114183;TERESA;WINIARSKI;ZAKRZEWSKI;Zielona Góra;K;1951-11-28
4812114011141;KAZIMIERZ;WINIARSKI;WINIARSKI;Zielona Góra;M;1948-12-11
5712122260184;LUCYNA;RACZYŃSKI;MARKOWSKI;Wałbrzych;K;1957-12-12
5304171519208;ANDRZEJ;RACZYŃSKI;RACZYŃSKI;Legnica;M;1953-04-17
6305051574214;HELENA;KOWALSKI;MAĆKOWIAK;Sandomierz;K;1963-05-05
6003292271216;TOMASZ;KOWALSKI;KOWALSKI;Człuchów;M;1960-03-29
7907294552290;NATALIA;DOBROWOLSKI;ŚLIWA;Warszawa;K;1979-07-29
7612108041186;LESZEK;DOBROWOLSKI;DOBROWOLSKI;Busko-Zdrój;M;1976-12-10
6708092004208;GRAŻYNA;KAŁUŻA;KRAWCZYK;Busko-Zdrój;K;1967-08-09
6308014551159;KRYSTIAN;KAŁUŻA;KAŁUŻA;Busko-Zdrój;M;1963-08-01
6308168468272;MICHALINA;AUGUSTYNIAK;MARCINKOWSKI;Nowy Dwór Mazowiecki;K;1963-08-16
6003160669231;MACIEJ;AUGUSTYNIAK;AUGUSTYNIAK;Nowy Dwór Mazowiecki;M;1960-03-16
6405010604128;JÓZEFA;KLIMEK;WILK;Kobyłka;K;1964-05-01
6010117457192;ANDRZEJ;KLIMEK;KLIMEK;Nowy Dwór Mazowiecki;M;1960-10-11
7710254342233;ELŻBIETA;TARNOWSKI;BIELECKI;Wrocław;K;1977-10-25
7405255315211;IGOR;TARNOWSKI;TARNOWSKI;Warszawa;M;1974-05-25
6405227040176;ANNA;CZAPLA;CIEŚLA;Warszawa;K;1964-05-22
6111073103145;KAZIMIERZ;CZAPLA;CZAPLA;Warszawa;M;1961-11-07
6807288142266;MONIKA;JAWORSKI;KRAKOWIAK;Kraków;K;1968-07-28
6610184249277;JACEK;JAWORSKI;JAWORSKI;Kraków;M;1966-10-18
7611111002142;DOROTA;MALINOWSKI;DOBRZYŃSKI;Kraków;K;1976-11-11
7303138733196;ROMAN;MALINOWSKI;MALINOWSKI;Kraków;M;1973-03-13
5707173808232;BOŻENA;PALUCH;OLSZEWSKI;Gniezno;K;1957-07-17
5407066083233;ROMAN;PALUCH;PALUCH;Gniezno;M;1954-07-06
7002182276243;KORNELIA;ADAMSKI;SOWIŃSKI;Gniezno;K;1970-02-18
6705210085240;MARCIN;ADAMSKI;ADAMSKI;Gniezno;M;1967-05-21
6403242220157;RENATA;ŚWIĄTEK;KĘPA;Kraków;K;1964-03-24
6109028269227;RYSZARD;ŚWIĄTEK;ŚWIĄTEK;Tuchola;M;1961-09-02
6807162242226;ANNA;KWIECIŃSKI;CICHOŃ;Tuchola;K;1968-07-16
6505028259242;SZYMON;KWIECIŃSKI;KWIECIŃSKI;Tuchola;M;1965-05-02
7603068372254;MARTYNA;KUREK;KRÓL;Mława;K;1976-03-06
7212021283194;JERZY;KUREK;KUREK;Mława;M;1972-12-02
8011208652183;KRYSTYNA;WRONA;POLAK;Bolesławiec;K;1980-11-20
7804201435210;DARIUSZ;WRONA;WRONA;Bolesławiec;M;1978-04-20
8412282670254;URSZULA;ZIÓŁKOWSKI;BEDNAREK;Szczecin;K;1984-12-28
8201055471211;JAROSŁAW;ZIÓŁKOWSKI;ZIÓŁKOWSKI;Szczecin;M;1982-01-05
7904286762297;BARBARA;KOŁODZIEJ;ZARZYCKI;Stargard;K;1979-04-28
7711223355240;NORBERT;KOŁODZIEJ;KOŁODZIEJ;Przemyśl;M;1977-11-22
6906036416217;DARIA;WOŹNIAK;PAWŁOWSKI;Wadowice;K;1969-06-03
6503258455253;GABRIEL;WOŹNIAK;WOŹNIAK;Łask;M;1965-03-25
7008045430145;MARZENA;JANIAK;ZDUNEK;Łask;K;1970-08-04
6603243717219;BOGDAN;JANIAK;JANIAK;Łask;M;1966-03-24
6402074452208;NIKOLA;RADOMSKI;BANACH;Mysłowice;K;1964-02-07
6101082209189;KACPER;RADOMSKI;RADOMSKI;Poznań;M;1961-01-08
5911186284297;KATARZYNA;KALETA;KACZMARCZYK;Poznań;K;1959-11-18
5611044021156;DAMIAN;KALETA;KALETA;Poznań;M;1956-11-04
6010038136172;IRENA;SZCZYGIEŁ;ROGOWSKI;Kraków;K;1960-10-03
5811260415213;TOMASZ;SZCZYGIEŁ;SZCZYGIEŁ;Kraków;M;1958-11-26
5201227770183;GRAŻYNA;KWIATKOWSKI;ZAWADA;Kraków;K;1952-01-22
5004238767222;KACPER;KWIATKOWSKI;KWIATKOWSKI;Kraków;M;1950-04-23
6102095476250;KAMILA;DOBOSZ;MAKOWSKI;Bytom;K;1961-02-09
5812171841218;SEBASTIAN;DOBOSZ;DOBOSZ;Rzeszów;M;1958-12-17
5605280606214;ANNA;GAŁĄZKA;ADAMCZYK;Rzeszów;K;1956-05-28
5406202189239;MICHAŁ;GAŁĄZKA;GAŁĄZKA;Rzeszów;M;1954-06-20
8108092318224;MARTA;JABŁOŃSKI;DĄBROWSKI;Świecie;K;1981-08-09
7709274243259;MICHAŁ;JABŁOŃSKI;JABŁOŃSKI;Pionki;M;1977-09-27
7902228544253;BARBARA;NOWAKOWSKI;PŁONKA;Pionki;K;1979-02-22
7603031673222;MACIEJ;NOWAKOWSKI;NOWAKOWSKI;Pionki;M;1976-03-03
5606162688284;URSZULA;WYSOCKI;WOŹNIAK;Iława;K;1956-06-16
5309257425206;RAFAŁ;WYSOCKI;WYSOCKI;Iława;M;1953-09-25
6305194034219;BARBARA;CZERWIŃSKI;GAJDA;Koszalin;K;1963-05-19
5910203387262;MIKOŁAJ;CZERWIŃSKI;CZERWIŃSKI;Tomaszów Mazowiecki;M;1959-10-20
7705283556292;MARIA;JAŚKIEWICZ;SZYMAŃSKI;Kraków;K;1977-05-28
7504097787314;HENRYK;JAŚKIEWICZ;JAŚKIEWICZ;Kraków;M;1975-04-09
7003078470206;MAŁGORZATA;BIAŁY;GUTOWSKI;Tczew;K;1970-03-07
6602054029226;IRENEUSZ;BIAŁY;BIAŁY;Kraków;M;1966-02-05
5303171586249;MAGDALENA;GRABOWSKI;DĄBROWSKI;Gliwice;K;1953-03-17
5112158751184;IGOR;GRABOWSKI;GRABOWSKI;Gliwice;M;1951-12-15
4706213316179;ZOFIA;ROSIŃSKI;STRZELCZYK;Gliwice;K;1947-06-21
4508306351179;RADOSŁAW;ROSIŃSKI;ROSIŃSKI;Gliwice;M;1945-08-30
7308285530213;GRAŻYNA;KONOPKA;PAWLIK;Szczecin;K;1973-08-28
6902152827244;PAWEŁ;KONOPKA;KONOPKA;Szczecin;M;1969-02-15
7001186274240;WIESŁAWA;GRABOWSKI;MAJ;Szczecin;K;1970-01-18
6611140637219;ROMAN;GRABOWSKI;GRABOWSKI;Szczecin;M;1966-11-14
5001210026131;JANINA;JEZIERSKI;WILK;Bełchatów;K;1950-01-21
4608133311144;PIOTR;JEZIERSKI;JEZIERSKI;Bełchatów;M;1946-08-13
4811206776244;AGNIESZKA;PIOTROWSKI;BARAN;Bełchatów;K;1948-11-20
4601236769260;MAREK;PIOTROWSKI;PIOTROWSKI;Bełchatów;M;1946-01-23
7712148246258;GABRIELA;DOMAGAŁA;WALCZAK;Sosnowiec;K;1977-12-14
7310164537231;KRZYSZTOF;DOMAGAŁA;DOMAGAŁA;Sosnowiec;M;1973-10-16
6009133400106;JADWIGA;DUDEK;ZIÓŁKOWSKI;Białystok;K;1960-09-13
5601227805184;PIOTR;DUDEK;DUDEK;Białystok;M;1956-01-22
7412130432171;ADELAJDA;MŁYNARCZYK;GODLEWSKI;Prudnik;K;1974-12-13
7010247675237;PIOTR;MŁYNARCZYK;MŁYNARCZYK;Pleszew;M;1970-10-24
7112193624208;EWA;PAWLAK;LEŚNIAK;Pleszew;K;1971-12-19
6804063665260;CZESŁAW;PAWLAK;PAWLAK;Pleszew;M;1968-04-06
7102184008205;KATARZYNA;ADAMCZYK;GOŁĄB;Chełmża;K;1971-02-18
6706025543200;BOGUSŁAW;ADAMCZYK;ADAMCZYK;Chełmża;M;1967-06-02
6602134200142;MONIKA;JAKUBOWSKI;WOŹNIAK;Chełmża;K;1966-02-13
6302258529240;ALEKSANDER;JAKUBOWSKI;JAKUBOWSKI;Chełmża;M;1963-02-25
6907188402231;ŁUCJA;SZEWCZYK;KARWOWSKI;Kłodzko;K;1969-07-18
6503283171246;DANIEL;SZEWCZYK;SZEWCZYK;Kłodzko;M;1965-03-28
5408153166231;ESTERA;CIEŚLA;GÓRA;Kłodzko;K;1954-08-15
5201174163206;HENRYK;CIEŚLA;CIEŚLA;Kłodzko;M;1952-01-17
7901181314235;ALINA;KUCHARCZYK;KAŹMIERCZAK;Warszawa;K;1979-01-18
7507292159301;SEBASTIAN;KUCHARCZYK;KUCHARCZYK;Warszawa;M;1975-07-29
5703113082208;EWA;KOWALSKI;DEC;Nowy Dwór Mazowiecki;K;1957-03-11
5505162823189;FRANCISZEK;KOWALSKI;KOWALSKI;Nowy Dwór Mazowiecki;M;1955-05-16
6305257742211;ELEONORA;MRÓZ;KOZIOŁ;Warszawa;K;1963-05-25
6008076601142;CZESŁAW;MRÓZ;MRÓZ;Warszawa;M;1960-08-07
7712074772262;ADELAJDA;MAZURKIEWICZ;GAWEŁ;Chełm;K;1977-12-07
7312295445260;TOMASZ;MAZURKIEWICZ;MAZURKIEWICZ;Warszawa;M;1973-12-29
6604057000156;WIESŁAWA;ADAMCZYK;SKÓRA;Cieszyn;K;1966-04-05
6407313049231;EUGENIUSZ;ADAMCZYK;ADAMCZYK;Cieszyn;M;1964-07-31
5604018860184;ELŻBIETA;FILIPEK;DOBRZYŃSKI;Cieszyn;K;1956-04-01
5305214627181;PIOTR;FILIPEK;FILIPEK;Cieszyn;M;1953-05-21
6910192836275;SYLWIA;BUKOWSKI;OLCZAK;Sulechów;K;1969-10-19
6512057641199;BOGDAN;BUKOWSKI;BUKOWSKI;Sulechów;M;1965-12-05
4912313380222;GABRIELA;SZYMAŃSKI;ZABOROWSKI;Błonie;K;1949-12-31
4701174153223;JERZY;SZYMAŃSKI;SZYMAŃSKI;Błonie;M;1947-01-17
6409032768235;JESSICA;PIĄTEK;JABŁOŃSKI;Jelenia Góra;K;1964-09-03
6104212673186;BARTOSZ;PIĄTEK;PIĄTEK;Piotrków Trybunalski;M;1961-04-21
5002252728187;ZUZANNA;CIEŚLAK;WIŚNIEWSKI;Piotrków Trybunalski;K;1950-02-25
4802097379307;DANIEL;CIEŚLAK;CIEŚLAK;Piotrków Trybunalski;M;1948-02-09
6506080074242;ALEKSANDRA;CHOJNACKI;MATUSIAK;Bytów;K;1965-06-08
6212261101144;MAKSYMILIAN;CHOJNACKI;CHOJNACKI;Wrocław;M;1962-12-26
6910016624197;DOMINIKA;NOWAK;OSTROWSKI;Warszawa;K;1969-10-01
6710081481248;KRZYSZTOF;NOWAK;NOWAK;Wrocław;M;1967-10-08
7605220020160;ZDZISŁAWA;GRABOWSKI;GRUSZKA;Bielawa;K;1976-05-22
7407145121176;TADEUSZ;GRABOWSKI;GRABOWSKI;Bielawa;M;1974-07-14
6811286330236;MAŁGORZATA;LIPSKI;LECH;Bielawa;K;1968-11-28
6512117649236;ANDRZEJ;LIPSKI;LIPSKI;Bielawa;M;1965-12-11
7902161168293;ROZALIA;SOWIŃSKI;JĘDRZEJCZAK;Lublin;K;1979-02-16
7605280531223;MATEUSZ;SOWIŃSKI;SOWIŃSKI;Krosno;M;1976-05-28
6011070362178;BARBARA;PODGÓRSKI;KAMIŃSKI;Toruń;K;1960-11-07
5709291455271;KRZYSZTOF;PODGÓRSKI;PODGÓRSKI;Krosno;M;1957-09-29
5601038326196;HANNA;PIĄTKOWSKI;NOWICKI;Jelenia Góra;K;1956-01-03
5309154841182;SYLWESTER;PIĄTKOWSKI;PIĄTKOWSKI;Jelenia Góra;M;1953-09-15
4905164228243;DOROTA;URBAN;STEFAŃSKI;Jelenia Góra;K;1949-05-16
4708092073246;PIOTR;URBAN;URBAN;Jelenia Góra;M;1947-08-09
5308011524135;JOANNA;CHMIELEWSKI;DOMAGAŁA;Przasnysz;K;1953-08-01
5104244851174;OLIWIER;CHMIELEWSKI;CHMIELEWSKI;Katowice;M;1951-04-24
6609086666281;ELŻBIETA;GAJDA;ZIELIŃSKI;Katowice;K;1966-09-08
6312306835195;KRZYSZTOF;GAJDA;GAJDA;Katowice;M;1963-12-30
8211153420165;JOLANTA;ZAJĄC;GAŁĄZKA;Bydgoszcz;K;1982-11-15
7803272653267;DAWID;ZAJĄC;ZAJĄC;Ruda Śląska;M;1978-03-27
7906144376289;JANINA;BEDNAREK;CHOJNOWSKI;Włodawa;K;1979-06-14
7606030207183;SEBASTIAN;BEDNAREK;BEDNAREK;Ruda Śląska;M;1976-06-03
6805311522189;RENATA;DĄBROWSKI;ADAMEK;Tarnów;K;1968-05-31
6502282725231;PATRYK;DĄBROWSKI;DĄBROWSKI;Tarnów;M;1965-02-28
7203010560146;ELEONORA;MATUSZEWSKI;KACZMAREK;Tarnów;K;1972-03-01
6909176541250;KACPER;MATUSZEWSKI;MATUSZEWSKI;Tarnów;M;1969-09-17
